experiment,pair,source_model,receiver_model,scenario_id,source_version,target_version,site,layer,target_expected,original_yes_logit,original_no_logit,original_margin,original_decision,patched_yes_logit,patched_no_logit,patched_margin,patched_decision,effect,destructive_effect,rescue_effect,flipped,destroyed_no,rescued_yes,patched_is_yes,patched_is_no
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,6,No,35.40625,34.75,0.65625,Yes,35.40625,34.71875,0.6875,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,7,No,35.40625,34.75,0.65625,Yes,35.40625,34.75,0.65625,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,8,No,35.40625,34.75,0.65625,Yes,35.40625,34.78125,0.625,Yes,-0.03125,,0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,9,No,35.40625,34.75,0.65625,Yes,35.53125,34.90625,0.625,Yes,-0.03125,,0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,10,No,35.40625,34.75,0.65625,Yes,35.53125,34.9375,0.59375,Yes,-0.0625,,0.0625,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,11,No,35.40625,34.75,0.65625,Yes,35.53125,34.96875,0.5625,Yes,-0.09375,,0.09375,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,12,No,35.40625,34.75,0.65625,Yes,35.53125,34.96875,0.5625,Yes,-0.09375,,0.09375,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,13,No,35.40625,34.75,0.65625,Yes,35.59375,35.03125,0.5625,Yes,-0.09375,,0.09375,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,14,No,35.40625,34.75,0.65625,Yes,35.65625,35.03125,0.625,Yes,-0.03125,,0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,15,No,35.40625,34.75,0.65625,Yes,35.65625,35.09375,0.5625,Yes,-0.09375,,0.09375,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,16,No,35.40625,34.75,0.65625,Yes,35.6875,35.125,0.5625,Yes,-0.09375,,0.09375,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,17,No,35.40625,34.75,0.65625,Yes,35.65625,35.03125,0.625,Yes,-0.03125,,0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,18,No,35.40625,34.75,0.65625,Yes,35.28125,35.53125,-0.25,No,-0.90625,,0.90625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,19,No,35.40625,34.75,0.65625,Yes,35.0625,35.71875,-0.65625,No,-1.3125,,1.3125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,20,No,35.40625,34.75,0.65625,Yes,35.28125,36.15625,-0.875,No,-1.53125,,1.53125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,21,No,35.40625,34.75,0.65625,Yes,35.3125,36.1875,-0.875,No,-1.53125,,1.53125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,22,No,35.40625,34.75,0.65625,Yes,35.34375,36.1875,-0.84375,No,-1.5,,1.5,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,23,No,35.40625,34.75,0.65625,Yes,35.34375,36.21875,-0.875,No,-1.53125,,1.53125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,24,No,35.40625,34.75,0.65625,Yes,35.34375,36.21875,-0.875,No,-1.53125,,1.53125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,25,No,35.40625,34.75,0.65625,Yes,35.34375,36.21875,-0.875,No,-1.53125,,1.53125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,26,No,35.40625,34.75,0.65625,Yes,35.3125,36.21875,-0.90625,No,-1.5625,,1.5625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101157,D,D,final,27,No,35.40625,34.75,0.65625,Yes,31.296875,33.375,-2.078125,No,-2.734375,,2.734375,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,0,No,34.625,34.5,0.125,Yes,34.65625,34.46875,0.1875,Yes,0.0625,,-0.0625,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,1,No,34.625,34.5,0.125,Yes,34.65625,34.5,0.15625,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,2,No,34.625,34.5,0.125,Yes,34.65625,34.5,0.15625,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,3,No,34.625,34.5,0.125,Yes,34.65625,34.5,0.15625,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,4,No,34.625,34.5,0.125,Yes,34.625,34.46875,0.15625,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,5,No,34.625,34.5,0.125,Yes,34.59375,34.4375,0.15625,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,6,No,34.625,34.5,0.125,Yes,34.59375,34.4375,0.15625,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,7,No,34.625,34.5,0.125,Yes,34.625,34.5,0.125,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,8,No,34.625,34.5,0.125,Yes,34.65625,34.53125,0.125,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,9,No,34.625,34.5,0.125,Yes,34.71875,34.65625,0.0625,Yes,-0.0625,,0.0625,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,10,No,34.625,34.5,0.125,Yes,34.71875,34.6875,0.03125,Yes,-0.09375,,0.09375,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,11,No,34.625,34.5,0.125,Yes,34.75,34.71875,0.03125,Yes,-0.09375,,0.09375,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,12,No,34.625,34.5,0.125,Yes,34.78125,34.75,0.03125,Yes,-0.09375,,0.09375,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,13,No,34.625,34.5,0.125,Yes,34.78125,34.78125,0.0,No,-0.125,,0.125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,14,No,34.625,34.5,0.125,Yes,34.8125,34.78125,0.03125,Yes,-0.09375,,0.09375,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,15,No,34.625,34.5,0.125,Yes,34.875,34.84375,0.03125,Yes,-0.09375,,0.09375,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,16,No,34.625,34.5,0.125,Yes,34.90625,34.875,0.03125,Yes,-0.09375,,0.09375,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,17,No,34.625,34.5,0.125,Yes,34.84375,34.84375,0.0,No,-0.125,,0.125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,18,No,34.625,34.5,0.125,Yes,35.3125,35.6875,-0.375,No,-0.5,,0.5,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,19,No,34.625,34.5,0.125,Yes,35.28125,35.84375,-0.5625,No,-0.6875,,0.6875,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,20,No,34.625,34.5,0.125,Yes,35.78125,36.0625,-0.28125,No,-0.40625,,0.40625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,21,No,34.625,34.5,0.125,Yes,35.78125,36.0625,-0.28125,No,-0.40625,,0.40625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,22,No,34.625,34.5,0.125,Yes,35.8125,36.09375,-0.28125,No,-0.40625,,0.40625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,23,No,34.625,34.5,0.125,Yes,35.84375,36.09375,-0.25,No,-0.375,,0.375,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,24,No,34.625,34.5,0.125,Yes,35.875,36.15625,-0.28125,No,-0.40625,,0.40625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,25,No,34.625,34.5,0.125,Yes,35.90625,36.15625,-0.25,No,-0.375,,0.375,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,26,No,34.625,34.5,0.125,Yes,35.875,36.125,-0.25,No,-0.375,,0.375,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101269,D,D,final,27,No,34.625,34.5,0.125,Yes,31.890625,33.53125,-1.640625,No,-1.765625,,1.765625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,0,No,34.375,34.0625,0.3125,Yes,34.375,34.0625,0.3125,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,1,No,34.375,34.0625,0.3125,Yes,34.375,34.0625,0.3125,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,2,No,34.375,34.0625,0.3125,Yes,34.40625,34.09375,0.3125,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,3,No,34.375,34.0625,0.3125,Yes,34.375,34.0625,0.3125,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,4,No,34.375,34.0625,0.3125,Yes,34.375,34.03125,0.34375,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,5,No,34.375,34.0625,0.3125,Yes,34.34375,33.96875,0.375,Yes,0.0625,,-0.0625,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,6,No,34.375,34.0625,0.3125,Yes,34.34375,34.0,0.34375,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,7,No,34.375,34.0625,0.3125,Yes,34.34375,34.0,0.34375,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,8,No,34.375,34.0625,0.3125,Yes,34.34375,34.03125,0.3125,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,9,No,34.375,34.0625,0.3125,Yes,34.375,34.03125,0.34375,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,10,No,34.375,34.0625,0.3125,Yes,34.375,34.0625,0.3125,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,11,No,34.375,34.0625,0.3125,Yes,34.40625,34.09375,0.3125,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,12,No,34.375,34.0625,0.3125,Yes,34.40625,34.125,0.28125,Yes,-0.03125,,0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,13,No,34.375,34.0625,0.3125,Yes,34.4375,34.125,0.3125,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,14,No,34.375,34.0625,0.3125,Yes,34.5,34.15625,0.34375,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,15,No,34.375,34.0625,0.3125,Yes,34.53125,34.21875,0.3125,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,16,No,34.375,34.0625,0.3125,Yes,34.5,34.21875,0.28125,Yes,-0.03125,,0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,17,No,34.375,34.0625,0.3125,Yes,34.5,34.21875,0.28125,Yes,-0.03125,,0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,18,No,34.375,34.0625,0.3125,Yes,34.59375,34.96875,-0.375,No,-0.6875,,0.6875,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,19,No,34.375,34.0625,0.3125,Yes,34.65625,35.125,-0.46875,No,-0.78125,,0.78125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,20,No,34.375,34.0625,0.3125,Yes,35.09375,35.4375,-0.34375,No,-0.65625,,0.65625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,21,No,34.375,34.0625,0.3125,Yes,35.125,35.4375,-0.3125,No,-0.625,,0.625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,22,No,34.375,34.0625,0.3125,Yes,35.125,35.4375,-0.3125,No,-0.625,,0.625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,23,No,34.375,34.0625,0.3125,Yes,35.15625,35.5,-0.34375,No,-0.65625,,0.65625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,24,No,34.375,34.0625,0.3125,Yes,35.15625,35.5,-0.34375,No,-0.65625,,0.65625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,25,No,34.375,34.0625,0.3125,Yes,35.15625,35.53125,-0.375,No,-0.6875,,0.6875,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,26,No,34.375,34.0625,0.3125,Yes,35.125,35.5,-0.375,No,-0.6875,,0.6875,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101311,D,D,final,27,No,34.375,34.0625,0.3125,Yes,31.375,33.3125,-1.9375,No,-2.25,,2.25,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,0,No,35.125,34.5625,0.5625,Yes,35.15625,34.5625,0.59375,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,1,No,35.125,34.5625,0.5625,Yes,35.15625,34.5625,0.59375,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,2,No,35.125,34.5625,0.5625,Yes,35.125,34.5625,0.5625,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,3,No,35.125,34.5625,0.5625,Yes,35.15625,34.59375,0.5625,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,4,No,35.125,34.5625,0.5625,Yes,35.15625,34.5625,0.59375,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,5,No,35.125,34.5625,0.5625,Yes,35.125,34.53125,0.59375,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,6,No,35.125,34.5625,0.5625,Yes,35.125,34.53125,0.59375,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,7,No,35.125,34.5625,0.5625,Yes,35.125,34.53125,0.59375,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,8,No,35.125,34.5625,0.5625,Yes,35.15625,34.59375,0.5625,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,9,No,35.125,34.5625,0.5625,Yes,35.125,34.59375,0.53125,Yes,-0.03125,,0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,10,No,35.125,34.5625,0.5625,Yes,35.15625,34.625,0.53125,Yes,-0.03125,,0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,11,No,35.125,34.5625,0.5625,Yes,35.15625,34.65625,0.5,Yes,-0.0625,,0.0625,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,12,No,35.125,34.5625,0.5625,Yes,35.15625,34.65625,0.5,Yes,-0.0625,,0.0625,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,13,No,35.125,34.5625,0.5625,Yes,35.1875,34.6875,0.5,Yes,-0.0625,,0.0625,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,14,No,35.125,34.5625,0.5625,Yes,35.25,34.75,0.5,Yes,-0.0625,,0.0625,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,15,No,35.125,34.5625,0.5625,Yes,35.25,34.78125,0.46875,Yes,-0.09375,,0.09375,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,16,No,35.125,34.5625,0.5625,Yes,35.28125,34.78125,0.5,Yes,-0.0625,,0.0625,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,17,No,35.125,34.5625,0.5625,Yes,35.25,34.78125,0.46875,Yes,-0.09375,,0.09375,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,18,No,35.125,34.5625,0.5625,Yes,34.96875,34.9375,0.03125,Yes,-0.53125,,0.53125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,19,No,35.125,34.5625,0.5625,Yes,35.0,35.09375,-0.09375,No,-0.65625,,0.65625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,20,No,35.125,34.5625,0.5625,Yes,35.3125,35.375,-0.0625,No,-0.625,,0.625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,21,No,35.125,34.5625,0.5625,Yes,35.3125,35.375,-0.0625,No,-0.625,,0.625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,22,No,35.125,34.5625,0.5625,Yes,35.34375,35.375,-0.03125,No,-0.59375,,0.59375,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,23,No,35.125,34.5625,0.5625,Yes,35.375,35.375,0.0,No,-0.5625,,0.5625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,24,No,35.125,34.5625,0.5625,Yes,35.375,35.375,0.0,No,-0.5625,,0.5625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,25,No,35.125,34.5625,0.5625,Yes,35.375,35.375,0.0,No,-0.5625,,0.5625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,26,No,35.125,34.5625,0.5625,Yes,35.34375,35.375,-0.03125,No,-0.59375,,0.59375,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101397,D,D,final,27,No,35.125,34.5625,0.5625,Yes,31.828125,33.3125,-1.484375,No,-2.046875,,2.046875,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,0,No,35.625,35.5625,0.0625,Yes,35.625,35.5625,0.0625,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,1,No,35.625,35.5625,0.0625,Yes,35.625,35.5625,0.0625,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,2,No,35.625,35.5625,0.0625,Yes,35.65625,35.5625,0.09375,Yes,0.03125,,-0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,3,No,35.625,35.5625,0.0625,Yes,35.625,35.5625,0.0625,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,4,No,35.625,35.5625,0.0625,Yes,35.65625,35.59375,0.0625,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,5,No,35.625,35.5625,0.0625,Yes,35.625,35.5625,0.0625,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,6,No,35.625,35.5625,0.0625,Yes,35.625,35.5625,0.0625,Yes,0.0,,-0.0,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,7,No,35.625,35.5625,0.0625,Yes,35.65625,35.625,0.03125,Yes,-0.03125,,0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,8,No,35.625,35.5625,0.0625,Yes,35.6875,35.65625,0.03125,Yes,-0.03125,,0.03125,False,False,False,True,False
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,9,No,35.625,35.5625,0.0625,Yes,35.6875,35.75,-0.0625,No,-0.125,,0.125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,10,No,35.625,35.5625,0.0625,Yes,35.71875,35.8125,-0.09375,No,-0.15625,,0.15625,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,11,No,35.625,35.5625,0.0625,Yes,35.6875,35.8125,-0.125,No,-0.1875,,0.1875,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,12,No,35.625,35.5625,0.0625,Yes,35.6875,35.84375,-0.15625,No,-0.21875,,0.21875,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,13,No,35.625,35.5625,0.0625,Yes,35.71875,35.84375,-0.125,No,-0.1875,,0.1875,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,14,No,35.625,35.5625,0.0625,Yes,35.75,35.90625,-0.15625,No,-0.21875,,0.21875,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,15,No,35.625,35.5625,0.0625,Yes,35.78125,35.9375,-0.15625,No,-0.21875,,0.21875,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,16,No,35.625,35.5625,0.0625,Yes,35.8125,35.96875,-0.15625,No,-0.21875,,0.21875,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,17,No,35.625,35.5625,0.0625,Yes,35.78125,35.9375,-0.15625,No,-0.21875,,0.21875,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,18,No,35.625,35.5625,0.0625,Yes,35.21875,36.28125,-1.0625,No,-1.125,,1.125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,19,No,35.625,35.5625,0.0625,Yes,35.1875,36.5,-1.3125,No,-1.375,,1.375,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,20,No,35.625,35.5625,0.0625,Yes,35.59375,36.84375,-1.25,No,-1.3125,,1.3125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,21,No,35.625,35.5625,0.0625,Yes,35.625,36.84375,-1.21875,No,-1.28125,,1.28125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,22,No,35.625,35.5625,0.0625,Yes,35.59375,36.8125,-1.21875,No,-1.28125,,1.28125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,23,No,35.625,35.5625,0.0625,Yes,35.625,36.875,-1.25,No,-1.3125,,1.3125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,24,No,35.625,35.5625,0.0625,Yes,35.65625,36.90625,-1.25,No,-1.3125,,1.3125,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,25,No,35.625,35.5625,0.0625,Yes,35.625,36.90625,-1.28125,No,-1.34375,,1.34375,True,False,True,False,True
ciD_final_to_baseD_final_rescue,ci_to_base_same_D,ci,base,101502,D,D,final,26,No,35.625,35.5625,0.0625,Yes,35.59375,36.90625,-1.3125,No,-1.375,,1.375,True,False,True,False,True
